,start,end,content,wordcount
744,2548.755,2551.298,"['-Come', 'on', '!', '-Oh', ',', 'no', '.', 'You', ""don't"", 'understand', '.']",11
745,2551.382,2553.008,"['This', 'is', 'an', 'Alaia', '.']",5
746,2553.259,2554.635,"['An', 'A-what', '?']",3
747,2554.969,2557.93,"['lt', ""'s"", 'like', 'a', 'totally', 'important', 'designer', '.']",8
748,2558.014,2560.766,"['And', 'l', 'will', 'totally', 'shoot', 'you', 'in', 'the', 'head', '.']",10
749,2561.226,2562.476,"['Get', 'down', '.']",3
750,2563.978,2567.147,"['That', ""'s"", 'good', '.', 'That', ""'s"", 'good', 'right', 'there', '.', 'All', 'right', '.']",13
751,2567.273,2569.024,"['Count', 'to', '1', '00', '.', 'Thank', 'you', '.']",8
752,2570.318,2573.278,"['One', ',', 'two', '.', '.', '.']",6
753,2575.365,2578.116,"['The', 'evening', 'had', 'turned', 'into', 'a', 'royal', 'mess', '.']",9
754,2578.66,2581.078,"['Sexually', 'harassed', '.', 'Robbed', '.']",5
755,2581.454,2584.456,"['I', ""didn't"", 'know', 'the', 'number', 'of', 'the', 'party', ',', 'so', 'I', ""couldn't"", 'call', 'Dionne', '.']",15
756,2584.54,2587.209,"['And', 'Daddy', 'would', 'kill', 'me', 'if', 'he', 'knew', 'where', 'I', 'was', '.']",12
757,2587.293,2589.086,"['There', 'was', 'just', 'one', 'person', 'left', 'to', 'call']",8
758,2589.17,2591.713,"['and', 'I', 'really', ',', 'really', ""didn't"", 'want', 'to', 'call', 'him', '.']",11
759,2593.383,2594.841,"['Come', 'on', '.']",3
760,2597.345,2599.346,"['-Hello', '?', '-Josh', ',', 'you', 'busy', '?']",7
761,2599.43,2601.473,"['-Who', 'is', 'it', '?', '-lt', ""'s"", 'Mel', ""'s"", 'daughter', '.']",10
762,2601.557,2604.434,"['So', ',', 'okay', ',', 'l', 'was', 'at', 'this', 'party', 'and', 'my', 'designated', 'driver']",13
763,2604.519,2606.687,"['tried', 'to', 'attack', 'me', ',', 'so', 'l', 'got', 'out', 'so', ""he'd"", 'stop', '.']",13
764,2606.771,2609.314,"['But', 'then', 'he', 'drove', 'off', 'and', 'deserted', 'me', '.']",9
765,2609.399,2612.776,"['And', 'then', 'this', 'guy', 'with', 'a', 'gun', 'held', 'me', 'up', ',', 'took', 'my', 'money']",14
766,2612.86,2617.155,"['and', 'my', 'phone', 'and', 'he', 'yelled', 'at', 'me', 'and', 'he', 'forced', 'me', 'to', 'ruin', 'my', 'dress', '.']",17
767,2617.323,2620.701,"['Okay', '.', 'Look', ',', 'where', 'are', 'you', '?']",8
768,2622.37,2623.745,"['Sun', 'Valley', '.']",3
769,2624.998,2626.581,"['Man', ',', 'you', 'owe', 'me', '.']",6
770,2627.583,2630.544,"['Look', ',', 'the', 'man', 'is', 'ridiculous', '.', 'He', ""doesn't"", 'have', 'one', 'unique', 'thought']",13
771,2630.628,2632.629,"['in', 'his', 'little', ',', 'puny', 'brain', '.']",7
772,2632.714,2635.59,"['l', 'think', 'that', 'there', ""'s"", 'some', 'merit', 'in', 'learning', 'forms', 'straight', 'off', '.']",13
773,2635.675,2639.511,"['Josh', ',', 'please', '.', 'He', ""'s"", 'taken', 'our', 'minds', 'at', 'their', 'most', 'fecund', 'point', '.']",15
774,2639.595,2641.555,"['-What', '?', '-And', 'restrained', 'them', 'before', ""they've""]",7
775,2641.639,2644.099,"['wandered', 'through', 'the', 'garden', 'of', 'ideas', '.']",7
776,2644.183,2648.02,"['lt', ""'s"", 'just', 'like', 'Hamlet', 'said', ',', '""', 'To', 'thine', 'own', 'self', 'be', 'true', '.', '""']",16
777,2648.104,2650.605,"['No', ',', 'Hamlet', ""didn't"", 'say', 'that', '.']",7
778,2651.232,2654.067,"['l', 'think', 'that', 'l', 'remember', 'Hamlet', 'accurately', '.']",8
779,2654.902,2659.197,"['l', 'remember', 'Mel', 'Gibson', 'accurately', 'and', 'he', ""didn't"", 'say', 'that', '.']",11
780,2659.407,2661.283,"['That', 'Polonius', 'guy', 'did', '.']",5
781,2676.883,2680.844,"[""l'm"", 'gonna', 'walk', 'Heather', 'to', 'her', 'door', '.', 'Try', 'and', 'stay', 'out', 'of', 'trouble', '.']",15
782,2696.069,2699.404,"['My', 'life', 'is', 'turning', 'into', 'a', 'bigger', 'disaster', 'than', 'Malibu', '.']",11
783,2699.947,2701.99,"['I', ""didn't"", 'know', 'what', 'I', 'was', 'going', 'to', 'say', 'to', 'Tai', '.']",12
784,2702.075,2703.909,"['I', 'felt', 'really', 'nervous', '.']",5
785,2704.285,2708.622,"['And', 'even', 'Fabianne', ',', 'my', 'masseuse', ',', 'said', 'I', 'had', 'a', 'lot', 'of', 'tension', 'in', 'my', 'back', '.']",18
786,2711.0,2712.918,"['lt', ""'s"", 'my', 'hips', ',', ""isn't"", 'it', '?']",8
787,2713.419,2715.253,"['-No', ',', 'of', 'course', 'not', '.', '-Yes', '.']",8
788,2715.338,2717.13,"[""Don't"", 'be', 'stupid', '.', 'You', 'could', 'do', 'so', 'much', 'better', '.']",11
789,2717.215,2719.925,"['-He', 'thinks', 'he', ""'s"", 'all', 'that', ',', 'Tai', '.', '-Yeah', ',', 'God', ""'s"", 'gift', '.']",15
790,2720.009,2721.218,"[""You're"", 'too', 'good', 'for', 'him', '.']",6
791,2721.302,2724.846,"['lf', ""l'm"", 'too', 'good', 'for', 'him', ',', 'then', 'how', 'come', ""l'm"", 'not', 'with', 'him', '?']",15
792,2726.849,2729.893,"['l', 'have', 'got', 'an', 'idea', '.', 'Let', ""'s"", 'blow', 'off', 'seventh', 'and', 'eighth']",13
793,2729.977,2733.855,"['go', 'to', 'the', 'mall', ',', 'have', 'a', 'calorie', 'fest', ',', 'and', 'see', 'the', 'new', 'Christian', 'Slater', '.']",17
794,2733.94,2734.981,"['Yes', '!']",2
795,2735.4,2737.359,"['You', 'guys', '.']",3
796,2743.241,2744.616,"['Look', 'at', 'him', '.']",4
797,2745.034,2746.159,"['Baby', '!']",2
798,2746.744,2748.954,"['Break', 'me', 'off', 'a', 'piece', 'of', 'that', '.']",8
799,2750.248,2752.29,"['-Survey', 'says', '?', '-Doable', '.']",5
800,2753.334,2755.377,"['Puny', '.', 'l', 'like', 'them', 'big', '.']",7
801,2755.711,2757.254,"['l', 'hate', 'muscles', '.']",4
802,2757.505,2760.507,"['You', 'know', 'what', ',', 'l', ""don't"", 'really', 'care', 'either', 'way', '.']",11
803,2760.842,2764.845,"['Just', 'as', 'long', 'as', 'his', 'you-know-what', ""isn't"", 'crooked', '.', 'l', 'really', 'hate', 'that', '.']",14
804,2765.304,2766.388,"['What', '?']",2
805,2766.722,2768.932,"[""-Don't"", 'scare', 'her', '.', '-Why', ',', 'what', ""'s"", 'wrong', '?']",10
806,2769.684,2772.269,"['Cher', ""'s"", 'saving', 'herself', 'for', 'Luke', 'Perry', '.']",8
807,2772.77,2774.438,"['Cher', ',', ""you're"", 'a', 'virgin', '?']",6
808,2774.522,2776.356,"['God', ',', 'you', 'say', 'that', 'like', 'it', ""'s"", 'a', 'bad', 'thing', '.']",12
809,2776.441,2779.818,"['Besides', ',', 'the', 'P', '.', 'C', '.', 'term', 'is', '""', 'hymenally', 'challenged', '.', '""']",14
810,2781.279,2785.198,"['l', 'am', 'just', 'not', 'interested', 'in', 'doing', 'it', 'until', 'l', 'find', 'the', 'right', 'person', '.']",15
811,2785.283,2788.577,"['You', 'see', 'how', 'picky', 'l', 'am', 'about', 'my', 'shoes', ',', 'and', 'they', 'only', 'go', 'on', 'my', 'feet', '.']",18
812,2788.661,2789.661,"['Yeah', '.']",2
813,2789.745,2793.123,"['-God', ',', ""you're"", 'one', 'to', 'talk', ',', 'De', '.', '-Wait', 'a', 'minute', 'here', '.', 'Wait', '.']",16
814,2793.749,2795.917,"['l', 'thought', 'that', ',', 'like', ',', 'you', 'and', 'Murray', 'were', '.', '.', '.']",13
815,2796.002,2799.421,"['My', 'man', 'is', 'satisfied', '.', 'He', ""'s"", 'got', 'no', 'cause', 'for', 'complaints', '.']",13
816,2799.714,2802.841,"['But', 'technically', ',', 'l', 'am', 'a', 'virgin', '.', 'You', 'know', 'what', 'l', 'mean', '.']",14
817,2806.095,2807.387,"['Oh', ',', 'God', '.']",4
818,2808.389,2811.308,"['-What', ""'s"", 'wrong', ',', 'Tai', '?', ""-They're"", 'playing', 'our', 'song', '.']",11
819,2812.059,2814.603,"['You', 'know', ',', 'the', 'one', 'that', 'Elton', 'and', 'l', 'danced', 'to', '.']",12
820,2816.606,2818.815,"['Rolling', 'with', 'the', 'homies']",4
821,2819.734,2822.444,"['-Tai', '.', ""Don't"", 'cry', '.', ""-l'm"", 'sorry', '.']",8
822,2824.071,2825.238,"['Oh', ',', 'God', '.']",4
823,2826.949,2828.074,"['Stop', '!']",2
824,2828.409,2832.078,"['I', 'could', 'tell', 'Tai', ""'s"", 'grieving', 'period', 'would', 'be', 'considerable']",10
825,2832.205,2835.749,"['unless', 'I', 'found', 'someone', 'to', 'take', 'Elton', ""'s"", 'place', 'right', 'away', '.']",12
826,2841.756,2845.008,"['So', ',', 'okay', ',', 'I', ""don't"", 'want', 'to', 'be', 'a', 'traitor', 'to', 'my', 'generation', 'and', 'all']",16
827,2845.092,2847.427,"['but', 'I', ""don't"", 'get', 'how', 'guys', 'dress', 'today', '.']",9
828,2847.512,2850.263,"['I', 'mean', ',', 'come', 'on', ',', 'it', 'looks', 'like', 'they', 'just', 'fell', 'out', 'of', 'bed']",15
829,2850.348,2853.892,"['and', 'put', 'on', 'some', 'baggy', 'pants', 'and', 'take', 'their', 'greasy', 'hair']",11
830,2853.976,2858.104,"['and', 'cover', 'it', 'up', 'with', 'a', 'backwards', 'cap', 'and', ',', 'like', ',', ""we're"", 'expected', 'to', 'swoon', '?']",17
831,2858.773,2860.398,"['I', ""don't"", 'think', 'so', '.']",5
832,2863.319,2868.198,"['Searching', 'for', 'a', 'boy', 'in', 'high', 'school', 'is', 'as', 'useless', 'as', 'searching', 'for', 'meaning']",14
833,2868.282,2870.2,"['in', 'a', 'Pauly', 'Shore', 'movie', '.']",6
834,2896.018,2899.104,"['So', 'this', 'must', 'be', 'the', 'elusive', 'Christian', '.']",8
835,2899.814,2902.899,"['-Where', 'should', 'l', 'park', '?', '-There', ""'s"", 'one', ',', 'third', 'back', '.']",12
836,2905.736,2909.739,"['Okay', '.', 'Now', 'I', 'know', 'I', 'said', ""I'd"", 'find', 'a', 'guy', 'for', 'Tai']",13
837,2910.616,2914.452,"['but', 'I', 'suppose', 'there', ""'s"", 'no', 'harm', 'in', 'finding', 'one', 'for', 'myself', 'also', '.']",14
838,2924.046,2925.38,"['Nice', 'stems', '.']",3
839,2925.59,2926.881,"['Thanks', '.']",2
840,2928.843,2930.51,"['-Cher', '?', '-Present', '.']",4
841,2930.761,2933.179,"['l', 'guess', 'we', 'established', 'that', 'during', 'attendance', '.']",8
842,2933.264,2936.433,"['-lt', ""'s"", 'time', 'for', 'your', 'oral', '.', '-Excuse', 'me', '?']",10
843,2936.517,2939.853,"['Your', 'original', 'oral', '.', 'The', 'topic', 'is', 'violence', 'in', 'the', 'media', '.']",12
844,2944.317,2945.609,"['So', ',', 'okay', '.']",4
845,2945.693,2947.11,"['The', 'Attorney', 'General', 'says']",4
846,2947.194,2950.363,"['there', ""'s"", 'too', 'much', 'violence', 'on', 'TV', 'and', 'that', 'should', 'stop', '.']",12
847,2950.448,2954.492,"['But', 'even', 'if', 'you', 'took', 'out', 'all', 'the', 'violent', 'shows', ',', 'you', 'could', 'still', 'see', 'the', 'news', '.']",18
848,2954.577,2959.122,"['Until', 'mankind', 'is', 'peaceful', 'enough', 'not', 'to', 'have', 'violence', 'on', 'the', 'news']",12
849,2959.206,2963.126,"['there', ""'s"", 'no', 'point', 'in', 'taking', 'it', 'out', 'of', 'shows', 'that', 'need', 'it', 'for', 'entertainment', 'value', '.']",17
850,2964.086,2965.17,"['Thank', 'you', '.']",3
851,2972.386,2974.304,"['Any', 'comments', '?', 'Elton', '?']",5
852,2974.388,2976.806,"['My', 'foot', 'hurts', '.', 'Can', 'l', 'go', 'to', 'the', 'nurse', '?']",11
853,2977.558,2978.558,"['Travis', '?']",2
854,2978.643,2982.145,"['Two', 'very', 'enthusiastic', 'thumbs', 'up', '.', 'Fine', 'holiday', 'fun', '.']",10
855,2983.272,2986.608,"['Hello', '!', 'Was', 'l', 'the', 'only', 'one', 'listening', '?']",9
856,2986.692,2988.985,"['l', 'mean', ',', 'l', 'thought', 'it', 'reeked', '.']",8
857,2989.07,2992.322,"['l', 'believe', 'that', 'was', 'your', 'designer', 'imposter', 'perfume', '.']",9
858,2996.994,2998.244,"['l', 'dug', 'it', '.']",4
859,3007.797,3011.383,"['During', 'the', 'next', 'few', 'days', ',', 'I', 'did', 'what', 'any', 'normal', 'girl', 'would', 'do', '.', '.', '.']",17
860,3011.55,3013.385,"['I', 'sent', 'myself', 'love', 'letters']",5
861,3014.428,3015.929,"['and', 'flowers', 'and', 'candy', '.', '.', '.']",7
862,3016.097,3019.974,"['just', 'so', ""he'd"", 'see', 'how', 'desired', 'I', 'was', ',', 'in', 'case', 'he', ""didn't"", 'already', 'know', '.']",16
863,3029.151,3030.402,"['Christian', '.']",2
864,3030.486,3034.447,"['And', 'anything', 'you', 'can', 'do', 'to', 'draw', 'attention', 'to', 'your', 'mouth', 'is', 'good', '.']",14
865,3036.117,3039.577,"['Also', ',', 'sometimes', 'you', 'have', 'to', 'show', 'a', 'little', 'skin', '.']",11
866,3039.662,3043.707,"['This', 'reminds', 'guys', 'of', 'being', 'naked', ',', 'and', 'then', 'they', 'think', 'of', 'sex', '.']",14
867,3046.627,3048.795,"['-Hey', ',', 'duchess', '?', '-Yes', '?']",6
868,3049.171,3050.588,"['You', 'rationed', 'this', 'weekend', '?']",5
869,3051.549,3052.716,"['Like', 'Saturday', '.']",3
870,3052.8,3056.636,"[""l'm"", 'new', ',', 'but', 'l', 'thought', 'maybe', 'you', 'had', 'an', 'in', 'on', 'the', 'heavy', 'clambakes', '.']",16
871,3058.806,3061.975,"['My', 'ex-stepbrother', ""'s"", 'friends', 'are', 'having', 'a', 'party', '.']",9
872,3062.435,3063.476,"['Solid', '.']",2
873,3065.604,3069.023,"['Suddenly', 'Daddy', 'had', 'a', 'case', 'that', 'had', 'to', 'be', 'solved', 'right', 'away']",12
874,3069.108,3073.319,"['so', 'some', 'clerks', 'and', 'Josh', 'came', 'to', 'help', 'him', 'go', 'through', 'a', 'gazillion', 'depositions', '.']",15
875,3075.614,3077.782,"['-Daddy', '!', '-What', '?']",4
876,3077.867,3081.119,"['l', ""can't"", 'just', 'open', 'it', ',', 'l', 'have', 'to', 'make', 'him', 'wait', 'a', 'while', '!']",15
877,3081.203,3082.787,"['Then', 'he', 'can', 'wait', 'outside', '.']",6
878,3082.872,3085.081,"['Josh', ',', 'please', '?']",4
879,3085.666,3087.542,"['Come', 'on', ',', 'Josh', '!']",5
880,3088.961,3090.086,"['Come', 'on', '!']",3
881,3099.93,3101.514,"['What', 'do', 'you', 'hear', '?']",5
882,3102.183,3103.6,"['She', ""'s"", 'not', 'ready', '.']",5
883,3109.774,3110.899,"['Hey', ',', 'man', '.']",4
884,3112.526,3114.444,"['Nice', 'pile', 'of', 'bricks', 'you', 'got', 'here', '.']",8
885,3114.528,3117.238,"['-You', 'drink', '?', '-No', ',', 'thanks', '.', ""l'm"", 'cool', '.']",10
886,3117.531,3119.908,"[""l'm"", 'not', 'offering', '.', ""l'm"", 'asking', 'you', 'if', 'you', 'drink', '.']",11
887,3119.992,3123.286,"['You', 'think', ""l'd"", 'give', 'alcohol', 'to', 'teenage', 'drivers', 'taking', 'my', 'daughter', 'out', '?']",13
888,3123.37,3125.205,"['Hey', ',', 'man', ',', 'the', 'protective', 'vibe', ',', 'l', 'dig', '.']",11
889,3125.289,3126.664,"['What', ""'s"", 'with', 'you', ',', 'kid', '?']",7
890,3126.874,3130.502,"['You', 'think', 'the', 'death', 'of', 'Sammy', 'Davis', 'left', 'an', 'opening', 'in', 'the', 'rat', 'pack', '?']",15
891,3138.928,3140.303,"['Christian', '.']",2
892,3141.096,3142.43,"['Doll', 'face', '.']",3
893,3142.807,3144.057,"['Handsome', '.']",2
894,3145.392,3146.684,"['Stunning', '.']",2
895,3147.603,3150.021,"[""You're"", 'not', 'letting', 'her', 'go', 'out', 'like', 'that', ',', 'are', 'you', '?']",12
896,3150.231,3152.148,"['-Cher', ',', 'get', 'in', 'here', '.', '-What', ""'s"", 'up', ',', 'Daddy', '?']",12
897,3152.233,3154.692,"['-What', 'the', 'hell', 'is', 'that', '?', '-A', 'dress', '.']",9
898,3154.777,3156.653,"['-Says', 'who', '?', '-Calvin', 'Klein', '.']",6
899,3156.737,3160.156,"['lt', 'looks', 'like', 'underwear', '!', 'Go', 'upstairs', 'and', 'put', 'something', 'over', 'it', '!']",13
900,3160.241,3162.408,"['l', 'was', 'just', 'going', 'to', '.']",6
901,3163.911,3165.161,"['Hey', ',', 'you', '!']",4
902,3165.538,3168.832,"['Anything', 'happens', 'to', 'my', 'daughter', ',', 'l', 'got', 'a', '.', '45', 'and', 'a', 'shovel', '.']",15
903,3169.083,3170.875,"['l', 'doubt', 'anybody', 'would', 'miss', 'you', '.']",7
904,3172.086,3173.253,"['Bye', ',', 'Daddy', '.']",4
905,3174.755,3176.047,"['Come', 'on', '.']",3
906,3183.264,3186.099,"['-lt', ""'s"", 'so', 'killer', '.', '-Thank', 'you', '.']",8
907,3187.393,3189.769,"['-Your', 'dad', 'is', 'pretty', 'scary', '.', ""-lsn't"", 'he', '?']",9
908,3193.732,3196.234,"['-You', 'like', 'Billie', 'Holiday', '?', '-l', 'love', 'him', '.']",9
909,3196.443,3197.61,"['Right', '.']",2
910,3206.203,3208.705,"['-l', ""didn't"", 'like', 'him', '.', '-What', ""'s"", 'to', 'like', '?']",10
911,3208.914,3212.458,"['-Maybe', 'l', 'should', 'go', 'to', 'the', 'party', '.', '-lf', 'you', 'feel', 'like', 'you', 'should', 'go', '.']",16
912,3212.543,3214.544,"['-You', ""don't"", 'need', 'me', ',', 'do', 'you', '?', '-No', '.']",10
913,3214.67,3218.131,"['-l', 'mean', ',', 'unless', 'you', 'want', 'me', 'to', 'stay', '.', '.', '.', '-Josh', ',', 'go', 'to', 'the', 'party', '.', 'Go', '.']",21
914,3218.215,3219.215,"['Okay', '.']",2
915,3222.136,3224.137,"[""-l'll"", 'watch', 'her', 'for', 'you', '.', '-Okay', '.']",8
916,3224.972,3226.347,"['You', 'do', 'that', '.']",4
917,3286.325,3287.367,"['Tai', '!']",2
918,3289.37,3290.662,"['Oh', ',', 'my', 'God', '!']",5
919,3291.664,3293.039,"['Tai', ',', 'are', 'you', 'okay', '?']",6
920,3293.123,3295.249,"['God', ',', 'shit', ',', 'that', 'is', 'so', 'embarrassing', '.']",9
921,3295.334,3296.292,"['No', ',', 'no', 'one', 'saw', '.']",6
922,3296.377,3299.837,"['Good', '.', 'Now', 'all', 'night', 'long', ""l'll"", 'be', 'known', 'as', '""', 'that', 'girl', 'who', 'fell', 'on', 'her', 'butt', '.', '""']",20
923,3299.922,3300.964,"['Tai', ',', 'no', 'one', 'noticed', '.']",6
924,3301.048,3303.466,"['Wow', ',', 'are', 'you', 'okay', '?', 'That', 'looked', 'really', 'bad', '.']",11
925,3303.55,3304.759,"['Yeah', ',', 'thanks', '.']",4
926,3306.512,3308.137,"['Oh', ',', 'my', 'God', ',', 'Cher', ',', 'look', '.']",9
927,3308.222,3310.139,"['He', ""'s"", 'going', 'with', 'Amber', '?']",6
928,3311.517,3314.102,"['No', ',', 'he', ""'s"", 'probably', 'just', 'dancing', 'with', 'her', '.']",10
929,3318.732,3321.985,"['-Do', 'you', 'think', 'she', ""'s"", 'pretty', '?', '-She', ""'s"", 'a', 'full-on', 'Monet', '.']",13
930,3322.111,3324.57,"['-What', ""'s"", 'a', 'Monet', '?', '-lt', ""'s"", 'like', 'the', 'paintings', ',', 'see', '?']",13
931,3324.655,3327.49,"['From', 'far', 'away', 'it', ""'s"", 'okay', ',', 'but', 'up', 'close', 'it', ""'s"", 'a', 'big', 'old', 'mess', '.']",17
932,3327.574,3328.783,"['Let', ""'s"", 'ask', 'a', 'guy', '.']",6
933,3328.867,3330.827,"['Christian', ',', 'what', 'do', 'you', 'think', 'ofAmber', '?']",8
934,3331.286,3333.371,"['-Hagsville', '.', '-See', '?']",4
935,3333.455,3337.083,"['Dig', 'this', ',', ""they're"", 'charging', 'for', 'brewskies', '.']",8
936,3337.71,3340.294,"['-Pass', 'me', 'a', 'fin', ',', ""l'll"", 'pay', 'you', 'back', '?', '-Sure', '.']",12
937,3345.592,3346.759,"['Thanks', '.']",2
938,3347.344,3349.095,"['Oh', ',', 'he', 'is', 'so', 'cute', '.']",7
939,3349.471,3353.433,"['Oh', ',', 'my', 'God', ',', 'do', 'you', 'see', 'how', 'he', ""'s"", 'falling', 'in', 'love', 'with', 'me', '?']",17
940,3355.769,3358.479,"['Excuse', 'me', '.']",3
941,3358.564,3360.606,"['l', 'mean', ',', 'look', 'how', 'he', 'ignores', 'every', 'other', 'girl', '.']",11
942,3360.691,3363.985,"['What', ""'s"", 'it', 'all', 'about', '?', 'What', 'am', 'l', 'gonna', 'do', 'with', 'that', '?']",14
943,3364.069,3365.278,"['l', ""wouldn't"", 'know', '.']",4
944,3367.156,3369.907,"['Oh', ',', 'God', ',', 'look', '.', 'There', ""'s"", 'Josh', '.']",10
945,3370.659,3374.328,"['l', ""didn't"", 'even', 'see', 'him', 'come', 'in', '.', 'But', 'it', ""'s"", 'like', 'he', 'finds', 'the', 'only', 'adult', 'in', 'here', '.']",20
946,3374.413,3376.706,"['Like', 'he', ""'s"", 'deliberately', 'trying', 'to', 'not', 'have', 'fun', '.']",10
947,3377.708,3378.833,"['Cher', ',', 'l', 'have', 'a', 'question', '.']",7
948,3378.917,3381.377,"['What', 'should', 'l', 'do', 'with', 'this', ',', 'should', 'l', 'tie', 'it', 'around']",12
949,3381.462,3383.88,"['-or', 'put', 'it', 'over', 'my', 'shoulders', '?', '-Tie', 'it', 'around', 'your', 'waist', '.']",13
950,3383.964,3385.798,"['-Ready', 'to', 'slide', '?', '-Thanks', '.']",6
951,3385.883,3387.133,"['Let', ""'s"", 'go', '.']",4
952,3412.451,3416.037,"['The', 'band', 'was', 'kicking', 'and', 'Christian', 'was', 'the', 'hottest', 'guy', 'there', '.']",12
953,3416.246,3419.999,"['But', 'my', 'enjoyment', 'was', 'put', 'on', 'pause', 'when', 'I', 'saw', 'how', 'unhappy', 'Tai', 'was', '.']",15
954,3429.051,3430.551,"['-Hi', '.', '-Hi', '.']",4
955,3431.428,3434.097,"['When', 'l', 'see', 'a', 'beautiful', 'girl', ',', 'l', 'think', 'we', 'were', 'born', 'to', 'move', '.']",15
956,3434.181,3435.181,"['What', '?']",2
957,3435.641,3439.268,"['Look', '!', 'Josh', 'is', 'dancing', 'with', 'Tai', '!', 'He', 'never', 'dances', '.']",12
958,3439.353,3440.561,"['l', 'can', 'see', 'why', '.']",5
959,3440.646,3444.232,"['No', ',', 'he', ""'s"", 'doing', 'her', 'a', 'prop', 'so', 'she', ""won't"", 'be', 'left', 'out', '.']",15
960,3444.316,3445.817,"['Oh', ',', 'l', 'dig', 'you', '.']",6
961,3482.354,3485.273,"['-How', 'are', 'you', 'guys', 'holding', 'up', '?', ""-l'm"", 'so', 'ready', 'to', 'leave', '.']",13
962,3485.357,3486.482,"['Tired', '.']",2
963,3486.567,3488.943,"['Let', ""'s"", 'get', 'Christian', 'and', 'go', '.', 'Christian']",8
964,3489.361,3491.028,"['-you', 'wanna', 'go', '?', '-Now', '?']",6
965,3491.113,3494.24,"['These', 'guys', 'right', 'here', 'got', 'the', 'skinny', 'on', 'the', 'happening', 'after-hours', '.']",12
966,3494.324,3496.868,"['My', 'trainer', ""'s"", 'coming', 'really', 'early', 'this', 'morning', '.']",9
967,3497.828,3500.705,"['-Look', ',', 'l', 'could', 'take', 'the', 'girls', 'home', '.', '-No', ',', 'that', ""'s"", 'all', 'right', '.']",16
968,3500.789,3503.166,"['-No', ',', 'it', ""'s"", 'fine', ',', 'stay', '.', '-You', 'sure', '?']",11
969,3503.25,3504.333,"['Yeah', ',', 'sure', '.']",4
970,3504.418,3506.085,"['Thanks', ',', 'man', '.', 'You', 'got', 'my', 'marker', '.']",9
971,3506.67,3509.13,"['You', 'are', 'a', 'down', 'girl', '.', ""l'll"", 'call', 'you', 'tomorrow', '.']",11
972,3511.8,3514.552,"['lt', 'was', 'really', 'decent', 'of', 'you', 'to', 'dance', 'with', 'Tai', 'tonight', '.']",12
973,3514.636,3515.678,"['My', 'pleasure', '.']",3
974,3515.762,3517.972,"['Did', 'you', 'notice', 'any', 'positive', 'changes', 'in', 'her', '?']",9
975,3518.056,3519.098,"['Yeah', '.']",2
976,3519.308,3523.936,"['Under', 'your', 'tutelage', ',', 'she', ""'s"", 'exploring', 'the', 'challenging', 'world', 'of', 'bare', 'midriffs', '.']",14
977,3525.564,3529.192,"['So', 'you', ""didn't"", 'want', 'to', 'make', 'a', 'night', 'of', 'it', 'with', 'the', 'ring-a-ding', 'kid', '?']",15
978,3529.776,3531.277,"['Yeah', ',', 'Daddy', ""wouldn't"", 'go', 'too', 'ballistic', '.']",8
979,3531.361,3532.862,"['lt', ""'s"", 'not', 'like', 'he', ""'s"", 'going', 'to', 'sleep', '.']",10
980,3532.946,3535.156,"['No', '.', 'Not', 'if', ""they're"", 'going', 'to', 'finish', 'those', 'depos', '.']",11
981,3535.532,3539.702,"['Hey', ',', 'you', 'know', 'what', 'would', 'be', 'so', 'dope', '?', 'lf', 'we', 'got', 'some', 'really', 'delicious', 'takeout', '.']",18
982,3539.786,3541.662,"['l', 'bet', 'they', ""haven't"", 'eaten', 'all', 'night', '.']",8
983,3541.747,3544.29,"['Yeah', ',', 'that', 'would', 'be', 'pretty', 'dope', 'of', 'us', '.']",10
984,3546.627,3547.835,"['Let', ""'s"", 'do', 'it', '.']",5
985,3550.839,3554.634,"['The', 'midnight', 'snack', 'totally', 'revived', 'the', 'lawyers', 'and', 'Daddy', 'was', 'way', 'grateful', '.']",13
986,3554.718,3555.718,"['Meat', '.']",2
987,3555.802,3558.054,"['Eat', 'oranges', ',', 'you', 'get', 'a', 'lot', 'of', 'vitamin', 'C', '.', 'Daddy', ',', 'no', '!']",15
988,3558.138,3560.223,"['-You', 'know', 'you', ""can't"", 'have', 'that', '.', '-Cher', ',', 'come', 'on', '!']",12
989,3560.307,3561.265,"[""Don't"", 'be', 'silly', '.']",4
990,3561.35,3562.558,"['I', 'know', 'it', 'sounds', 'mental']",5
991,3562.643,3566.604,"['but', 'sometimes', 'I', 'have', 'more', 'fun', 'vegging', 'out', 'than', 'when', 'I', 'go', 'partying', '.']",14
992,3566.688,3568.731,"['Maybe', 'because', 'my', 'party', 'clothes', 'are', 'so', 'binding', '.']",9
993,3568.815,3569.982,"['Look', ',', ""l'm"", 'just', 'curious', '.']",6
994,3570.067,3572.777,"['How', 'many', 'hours', 'a', 'day', 'do', 'you', 'spend', 'grooming', 'yourself', '?']",11
995,3572.861,3576.906,"['Some', 'people', 'are', 'not', 'lucky', 'enough', 'to', 'be', 'as', 'naturally', 'adorable', 'as', 'you', 'are', '.']",15
996,3576.99,3578.908,"['Stop', 'it', ',', ""you're"", 'making', 'me', 'blush', '.']",8
997,3580.911,3581.994,"['Hello', '.']",2
998,3582.079,3583.579,"['Hi', ',', 'Cher', ',', 'how', 'are', 'you', '?']",8
999,3583.664,3584.872,"['Hi', ',', 'Gail', '.']",4
1000,3584.957,3587.375,"['Is', 'my', 'son', 'there', 'cleaning', 'out', 'your', 'refrigerator', '?']",9
