,start,end,content,wordcount
243,828.912,831.33,"['for', 'spending', 'hours', 'making', 'those', 'Egg', 'McMuffins']",7
244,831.414,833.665,"['without', 'which', 'l', 'might', 'never', 'be', 'tardy', '.']",8
245,838.171,840.964,"['lf', 'Mr.', 'Birkenstock', 'has', 'no', 'political', 'messages']",7
246,841.049,843.258,"['to', 'include', 'in', 'his', 'speech', ',', ""l'll"", 'go', 'on', '.']",10
247,843.885,845.969,"['Cher', 'Horowitz', ',', 'two', 'tardies', '.']",6
248,846.054,847.054,"['l', 'object', '.']",3
249,847.138,849.515,"['Do', 'you', 'recall', 'the', 'dates', 'of', 'these', 'alleged', 'tardies', '?']",10
250,849.599,851.475,"['One', 'was', 'last', 'Monday', '.']",5
251,852.477,854.686,"['Mr.', 'Hall', ',', 'l', 'was', 'surfing', 'the', 'crimson', 'wave', '.']",10
252,854.771,856.647,"['l', 'had', 'to', 'haul', 'ass', 'to', 'the', 'ladies', ""'"", '.']",10
253,856.731,861.151,"['l', 'assume', ""you're"", 'referring', 'to', 'women', ""'s"", 'troubles', 'and', 'so', ""l'll"", 'let', 'that', 'one', 'slide', '.']",16
254,861.361,864.655,"['Thank', 'you', ',', 'Mr.', 'Hall', '.', 'Miss', 'Geist', 'was', 'right', 'about', 'you', '.']",13
255,865.782,866.865,"['What', 'do', 'you', 'mean', '?']",5
256,866.95,871.328,"['She', 'said', 'that', 'you', 'were', 'the', 'only', 'one', 'in', 'the', 'school', 'with', 'any', 'intelligence', '.']",15
257,877.961,879.628,"['Cher', ',', 'get', 'in', 'here', '.']",6
258,880.088,881.463,"['Yes', ',', 'Daddy', '?']",4
259,882.048,883.924,"['Would', 'you', 'tell', 'me', 'what', 'the', 'hell', 'this', 'is', '?']",10
260,884.008,887.219,"['A', 'second', 'notice', 'for', 'three', 'outstanding', 'tickets', '.']",8
261,888.429,890.347,"['l', ""don't"", 'remember', 'getting', 'a', 'first', 'notice', '.']",8
262,890.431,891.974,"['The', 'ticket', 'is', 'the', 'first', 'notice', '.']",7
263,892.058,894.601,"['l', ""didn't"", 'even', 'know', 'you', 'can', 'get', 'tickets', 'without', 'a', 'license', '.']",12
264,894.686,896.562,"['Sure', 'you', 'can', '.', 'You', 'can', 'get', 'tickets', 'anytime', '.']",10
265,896.646,898.897,"['ls', 'that', 'so', '?', 'Not', 'around', 'here', ',', 'you', ""can't"", '.']",11
266,898.982,902.067,"['From', 'this', 'moment', 'on', ',', 'you', 'will', 'not', 'drive', ',', 'sit', ',']",12
267,902.318,905.737,"['do', 'anything', 'in', 'that', 'jeep', 'without', 'a', 'supervised', 'driver', 'present', '.']",11
268,905.822,907.614,"['No', 'cruising', 'around', 'with', 'Dionne', ',', 'all', 'right', '?']",9
269,907.699,911.493,"['Two', 'permits', 'do', 'not', 'equal', 'a', 'license', '.', 'Do', 'l', 'make', 'myself', 'clear', '?']",14
270,911.869,912.869,"['Yes', ',', 'Daddy', '.']",4
271,912.954,916.373,"['l', 'expect', 'you', 'to', 'become', 'a', 'good', 'driver', '.', 'l', 'wanna', 'see', 'you', 'apply', 'yourself', '.']",16
272,916.457,919.918,"['-l', 'will', '.', ""l'm"", 'gonna', 'practice', 'real', 'hard', '.', '-Okay', '.']",11
273,922.005,926.508,"['A', 'licensed', 'driver', 'with', 'nothing', 'to', 'do', '?', 'Where', 'would', 'I', 'find', 'such', 'a', 'loser', '?']",16
274,927.844,930.429,"['Granola', 'breath', ',', 'you', 'got', 'something', 'on', 'your', 'chin', '.']",10
275,930.513,932.431,"[""-l'm"", 'growing', 'a', 'goatee', '.', '-That', ""'s"", 'good', '.']",9
276,932.515,935.726,"['You', ""don't"", 'wanna', 'be', 'the', 'last', 'one', 'at', 'the', 'coffee', 'house', 'without', 'chin', 'pubes', '.']",15
277,935.81,938.52,"['l', ""can't"", 'tell', 'you', 'how', 'much', 'l', 'enjoy', 'these', 'little', 'chats', 'of', 'ours']",13
278,938.605,942.274,"['but', 'in', 'the', 'interest', 'of', 'saving', 'time', ',', 'why', ""don't"", 'you', 'tell', 'me', 'what', 'you', 'want', '?']",17
279,942.358,943.442,"['Okay', '.']",2
280,944.527,946.486,"['So', ',', 'actually']",3
281,946.821,948.655,"['l', 'have', 'a', 'permit', 'and', 'l', 'can', 'drive', 'and', 'all']",10
282,948.74,951.95,"['but', 'Daddy', 'says', 'l', ""can't"", 'take', 'the', 'jeep', 'out', 'without', 'a', 'licensed', 'driver', '.']",14
283,952.035,953.952,"['And', 'since', ""you're"", 'not', 'doing', 'anything', 'and', 'all', '.', '.', '.']",11
284,954.037,957.331,"['What', 'are', 'the', 'chances', 'of', 'you', 'shutting', 'up', 'till', 'you', 'get', 'your', 'way', '?']",14
285,957.415,959.458,"['Slim', 'to', 'none', '.', 'Come', 'on', '!']",7
286,961.878,965.672,"['James', 'Bond', ',', 'in', 'America', 'we', 'drive', 'on', 'the', 'right', 'side', 'of', 'the', 'road', '.']",15
287,965.757,968.3,"['l', 'am', '.', 'You', 'try', 'driving', 'in', 'platforms', '.']",9
288,968.384,972.179,"['l', 'got', 'to', 'get', 'back', 'to', 'school', '.', 'Wanna', 'practice', 'parking', '?']",12
289,972.472,975.515,"['What', ""'s"", 'the', 'point', '?', 'Everywhere', 'you', 'go', 'has', 'valet', '.']",11
290,975.767,977.309,"['What', 'class', 'are', 'you', 'going', 'to', '?']",7
291,977.393,979.978,"['Actually', ',', ""l'm"", 'going', 'to', 'a', 'tree', 'people', 'meeting', '.']",10
292,980.063,983.231,"['We', 'might', 'get', 'Marky', 'Mark', 'to', 'plant', 'a', 'celebrity', 'tree', '.']",11
293,983.316,984.775,"['How', 'fabulous', '.']",3
294,984.984,988.779,"['Getting', 'Marky', 'Mark', 'to', 'take', 'time', 'from', 'his', 'busy', 'pants-dropping', 'schedule']",11
295,988.863,990.28,"['to', 'plant', 'trees', '?']",4
296,990.365,992.157,"['Josh', ',', 'why', ""don't"", 'you', 'just', 'hire', 'a', 'gardener', '?']",10
297,992.241,996.203,"['Well', ',', 'maybe', 'Marky', 'Mark', 'wants', 'to', 'use', 'his', 'popularity', 'for', 'a', 'good', 'cause', '.']",15
298,996.287,998.038,"['Make', 'a', 'contribution', '.']",4
299,998.665,1001.166,"['ln', 'case', ""you've"", 'never', 'heard', 'of', 'that', ',', 'a', 'contribution', 'is', 'the', 'giving', 'of', '.', '.', '.']",17
300,1001.25,1004.878,"['Excuse', 'me', ',', 'but', 'l', 'have', 'donated', 'many', 'expensive', 'ltalian', 'outfits', 'to', 'Lucy', '.']",14
301,1004.962,1006.004,"['.', '.', '.', 'time', 'and', 'funds', '.']",7
302,1006.089,1009.675,"['And', ',', 'as', 'soon', 'as', 'l', 'get', 'my', 'license', ',', 'l', 'fully', 'intend', 'to', 'brake', 'for', 'animals', '.']",18
303,1009.759,1014.221,"['And', ""l've"", 'contributed', 'many', 'hours', 'helping', 'two', 'lonely', 'teachers', 'find', 'romance', '.']",12
304,1014.43,1017.349,"['Which', ',', ""l'll"", 'bet', ',', 'serves', 'your', 'interests', 'more', 'than', 'theirs', '.']",12
305,1017.433,1021.853,"['lf', 'l', 'ever', 'saw', 'you', 'do', 'anything', 'that', ""wasn't"", '90%', 'selfish', ',', ""l'd"", 'die', 'of', 'shock', '.']",17
306,1022.605,1024.314,"[""That'd"", 'be', 'reason', 'enough', 'for', 'me', '.']",7
307,1029.237,1032.531,"['-Would', 'you', 'call', 'me', 'selfish', '?', '-No', ',', 'not', 'to', 'your', 'face', '.']",13
308,1032.907,1033.949,"['Really', '?']",2
309,1034.033,1036.368,"['ls', 'Josh', 'giving', 'you', 'shit', ""'"", 'cause', 'he', ""'s"", 'going', 'through']",11
310,1036.452,1038.37,"['his', 'post-adolescent', 'idealistic', 'phase', '?']",5
311,1038.454,1040.33,"['Look', ',', 'there', ""'s"", 'Mr.', 'Hall', '.']",7
312,1040.415,1041.748,"['Mr.', 'Hall', '.']",3
313,1042.667,1043.959,"['Do', 'you', 'drink', 'coffee', '?']",5
314,1044.043,1046.169,"['Not', 'from', 'this', 'cafeteria', '.']",5
315,1046.254,1048.714,"['But', ',', 'yes', ',', 'under', 'normal', 'circumstances', '.']",8
316,1048.798,1052.175,"['l', 'am', 'such', 'a', 'retard', '.', 'When', 'l', 'was', 'packing', 'Daddy', ""'s"", 'lunch', 'this', 'morning']",15
317,1052.26,1056.263,"['l', 'gave', 'him', 'my', 'lemon', 'Snapple', 'and', 'l', 'took', 'his', 'sucky', 'ltalian', 'roast', '.']",14
318,1056.889,1058.39,"['Do', 'you', 'want', 'it', '?']",5
319,1058.474,1061.101,"['-Are', 'you', 'sure', 'you', ""don't"", 'want', 'it', '?', '-lt', 'might', 'stunt', 'my', 'growth', '.']",14
320,1061.185,1063.603,"['And', 'l', 'wanna', 'be', ""5'1"", '0', '""', 'like', 'Cindy', 'Crawford', '.']",11
321,1063.98,1066.064,"['l', 'thought', 'maybe', 'you', 'or', 'Miss', 'Geist', 'might', 'like', 'it', '.']",11
322,1066.149,1068.15,"['Maybe', 'you', 'could', 'share', 'it', '.']",6
323,1070.027,1071.653,"['-Thanks', '.', '-Sure', '.']",4
324,1075.533,1077.117,"['-Miss', 'Geist', '.', '-Hi', ',', 'girls', '.']",7
325,1077.201,1078.785,"['Did', 'you', 'sign', 'up', 'for', 'the', 'environmental', 'fair', '?']",9
326,1078.87,1079.911,"['Yeah', ',', 'we', 'will', '.']",5
327,1079.996,1081.788,"['You', 'have', 'such', 'pretty', 'eyes', '.', ""Don't"", 'hide', 'them', '.']",10
328,1081.873,1083.915,"['-These', 'clips', 'are', 'so', 'cute', '.', '-This', 'top', 'is', 'so', ""'80s"", '.']",12
329,1084.0,1085.834,"['And', 'this', 'tiny', 'little', 'waist', '.']",6
330,1087.67,1089.087,"['You', 'girls', 'are', 'sweet', '.']",5
331,1091.132,1094.384,"[""Don't"", 'forget', 'to', 'sign', 'up', 'for', 'the', 'environmental', 'fair', '.']",10
332,1094.844,1096.762,"['Not', 'a', 'total', 'Betty', ',', 'but', 'a', 'vast', 'improvement', '.']",10
333,1096.846,1098.096,"['We', 'did', 'our', 'best', '.']",5
334,1098.181,1101.057,"['We', 'gotta', 'book', 'if', ""we're"", 'gonna', 'make', 'it', 'to', 'P', '.', 'E', '.']",13
335,1101.142,1102.517,"['Come', 'on', ',', 'De', '.']",5
336,1102.602,1104.519,"['l', 'feel', 'like', 'bailing', ',', 'dude', '.', 'Come', 'on', '.']",10
337,1104.604,1108.19,"['l', 'know', 'what', 'you', 'mean', ',', 'but', 'at', 'least', 'it', ""'s"", 'exercise', '.', 'l', 'feel', 'like', 'such', 'a', 'heifer', '.']",20
338,1108.274,1111.443,"['l', 'had', 'two', 'bowls', 'of', 'Special', 'K', ',', 'three', 'pieces', 'of', 'turkey', 'bacon', ',']",14
339,1111.527,1114.863,"['a', 'handful', 'of', 'popcorn', ',', 'five', 'peanut', 'butter', 'MandM', ""'s""]",10
340,1114.947,1117.783,"['-and', 'like', 'three', 'pieces', 'of', 'licorice', '.', '-My', 'God', '.', 'Look', '.']",12
341,1118.201,1120.327,"['ls', 'that', 'a', 'photo', 'op', 'or', 'what', '?']",8
342,1122.83,1124.372,"['Would', 'you', 'look', 'at', 'that', 'body', 'language', '?']",8
343,1124.457,1128.46,"['Legs', 'crossed', 'toward', 'each', 'other', '.', 'That', ""'s"", 'an', 'unequivocal', 'sex', 'invite', '.']",13
344,1132.34,1136.218,"['-Cher', ',', 'he', ""'s"", 'getting', 'her', 'digits', '.', '-Look', 'at', 'Geist', '.', 'She', ""'s"", 'so', 'cute', '.']",17
345,1138.221,1140.806,"['Old', 'people', 'can', 'be', 'so', 'sweet', '.']",7
346,1183.432,1186.935,"['The', 'entire', 'student', 'body', 'was', 'utterly', 'grateful', 'for', 'the', 'improvement']",10
347,1187.019,1188.603,"['in', 'their', 'grades', '.']",4
348,1205.788,1208.79,"['-Cher', ',', 'what', ""'s"", 'this', 'all', 'about', '?', '-My', 'report', 'card', '.']",12
349,1209.0,1210.917,"['The', 'same', 'semester', '?']",4
350,1211.669,1213.837,"[""What'd"", 'you', 'do', ',', 'turn', 'in', 'some', 'extra-credit', 'reports', '?']",10
351,1213.921,1214.963,"['No', '.']",2
352,1215.339,1217.549,"['Did', 'you', 'take', 'the', 'midterms', 'over', '?']",7
353,1219.677,1222.22,"['You', 'mean', 'to', 'tell', 'me', 'that', 'you', 'argued', 'your', 'way']",10
354,1222.305,1224.89,"['from', 'a', 'C', 'to', 'an', 'A-', '?']",7
355,1225.141,1228.101,"['Totally', 'based', 'on', 'my', 'powers', 'of', 'persuasion', '.', 'Are', 'you', 'proud', '?']",12
356,1228.185,1232.355,"['Honey', ',', 'l', ""couldn't"", 'be', 'happier', 'than', 'if', 'they', 'were', 'based', 'on', 'real', 'grades', '.']",15
357,1234.483,1235.734,"['-Fabulous', '.', '-Thank', 'you', '.']",5
358,1239.03,1242.824,"['I', 'felt', 'so', 'satisfied', ',', 'I', 'wanted', 'to', 'do', 'more', 'good', 'deeds', '.']",13
359,1245.995,1249.539,"['De', ',', 'when', 'your', 'allergies', 'act', 'up', ',', 'take', 'out', 'your', 'nose', 'ring', '.']",14
360,1249.79,1252.334,"['Follow', 'through', '.', 'There', 'you', 'go', '.']",7
361,1253.628,1255.211,"['All', 'right', ',', 'Cher', '.']",5
362,1255.671,1258.173,"['Earth', 'to', 'Cher', '!', 'Come', 'in', ',', 'Cher', '!']",9
363,1261.385,1263.011,"['Miss', 'Stoeger', '.']",3
364,1263.471,1268.183,"['l', 'would', 'just', 'like', 'to', 'say', 'that', 'physical', 'education', 'in', 'this', 'school', 'is', 'a', 'disgrace', '.']",16
365,1268.559,1273.021,"['l', 'mean', ',', 'standing', 'in', 'line', 'for', '40', 'minutes', 'is', 'hardly', 'aerobically', 'effective', '.']",14
366,1273.564,1277.359,"['l', 'doubt', 'l', 'worked', 'off', 'the', 'calories', 'in', 'a', 'stick', 'of', 'Carefree', 'gum', '.']",14
367,1279.028,1283.031,"['Well', ',', 'you', 'certainly', 'exercised', 'your', 'mouth', ',', 'Cher', '.', 'Now', 'hit', 'the', 'ball', '.']",15
368,1284.992,1288.787,"['Miss', 'Stoeger', ',', 'that', 'machine', 'is', 'just', 'a', 'lawsuit', 'waiting', 'to', 'happen', '!']",13
369,1288.871,1290.997,"['Thanks', 'for', 'the', 'legal', 'advice', '.']",6
370,1291.248,1292.54,"['Dionne', ',', ""you're"", 'up', '.']",5
371,1292.625,1295.418,"['Miss', 'Stoeger', ',', 'l', 'have', 'a', 'note', 'from', 'my', 'tennis', 'instructor']",11
372,1295.503,1298.63,"['and', 'he', 'would', 'prefer', 'it', 'if', 'l', ""didn't"", 'expose', 'myself', 'to', 'any', 'training']",13
373,1298.714,1300.715,"['that', 'might', 'derail', 'his', 'teachings', '.']",6
374,1300.8,1302.55,"['Fine', '.', 'Amber', '?']",4
375,1302.677,1305.428,"['Miss', 'Stoeger', ',', 'my', 'plastic', 'surgeon', ""doesn't"", 'want', 'me', 'doing']",10
376,1305.513,1308.473,"['any', 'activity', 'where', 'balls', 'fly', 'at', 'my', 'nose', '.']",9
377,1309.058,1311.476,"['Well', ',', 'there', 'goes', 'your', 'social', 'life', '.']",8
378,1312.728,1314.187,"['Miss', 'Stoeger', '.']",3
379,1314.73,1316.272,"['Got', 'another', 'one', '.']",4
380,1316.732,1320.694,"['Ladies', ',', 'we', 'have', 'a', 'new', 'student', 'with', 'us', '.', 'This', 'is', 'Tai', 'Fraiser', '.']",15
381,1323.489,1327.45,"['Tai', ',', 'you', ""don't"", 'have', 'time', 'to', 'change', ',', 'but', 'you', 'can', 'hit', 'a', 'few', 'balls', 'in', 'those', 'clothes', '.']",20
382,1327.535,1330.245,"['She', 'could', 'be', 'a', 'farmer', 'in', 'those', 'clothes', '.']",9
383,1331.497,1334.666,"['-All', 'right', ',', 'Amber', ',', 'that', ""'s"", 'enough', '.', '-De', ',', 'my', 'mission', 'is', 'clear', '.']",16
384,1334.75,1338.294,"['Would', 'you', 'look', 'at', 'that', 'girl', '?', 'She', 'is', 'so', 'adorably', 'clueless', '.']",13
385,1338.379,1341.506,"[""-We've"", 'got', 'to', 'adopt', 'her', '.', '-Cher', ',', 'she', 'is', 'tore', 'up', '.']",13
386,1341.757,1343.675,"['Our', 'stock', 'would', 'plummet', '.']",5
387,1343.759,1347.137,"['De', ',', ""don't"", 'you', 'want', 'to', 'use', 'your', 'popularity', 'for', 'a', 'good', 'cause', '?']",14
388,1347.263,1348.805,"['-No', '.', '-Come', 'here', '.']",5
389,1348.889,1350.432,"['Yeah', ',', 'come', 'here', '.']",5
390,1350.558,1352.892,"['-Hang', 'with', 'us', '.', '-Thank', 'you', '.']",7
391,1353.436,1356.563,"['-How', 'do', 'you', 'like', 'California', '?', '-Man', ',', ""l'm"", 'freaking', '.']",11
392,1356.897,1360.316,"['l', 'could', 'really', 'use', 'some', 'sort', 'of', 'an', 'herbal', 'refreshment', '.']",11
393,1360.401,1363.445,"['We', 'do', 'lunch', 'in', '1', '0', 'minutes', '.', 'We', ""don't"", 'have', 'any', 'tea']",13
394,1363.529,1366.406,"['-but', 'we', 'have', 'Coke', 'and', 'stuff', '.', '-No', 'shit', '!', 'You', 'guys', 'got', 'coke', 'here', '?']",16
395,1366.49,1368.575,"['-Yeah', '.', '-Yeah', ',', 'this', 'is', 'America', '.']",8
396,1370.119,1374.289,"['So', 'we', 'decided', 'to', 'show', 'Tai', 'the', 'ropes', 'at', 'Bronson', 'Alcott', 'High', 'School', '.']",14
397,1375.458,1378.334,"['That', 'is', 'Alana', ""'s"", 'group', 'over', 'there', '.', 'They', 'do', 'the', 'TV', 'station', '.']",14
398,1378.419,1380.879,"['They', 'think', 'that', ""'s"", 'the', 'most', 'important', 'thing', 'on', 'earth', '.']",11
399,1380.963,1382.505,"['And', 'that', ""'s"", 'the', 'Persian', 'Mafia', '.']",7
400,1382.59,1385.216,"['You', ""can't"", 'hang', 'with', 'them', 'unless', 'you', 'own', 'a', 'BMW', '.']",11
401,1385.426,1387.052,"['And', 'there', ""'s"", 'Elton', 'in', 'the', 'white', 'vest', '.']",9
402,1387.136,1389.971,"['And', 'all', 'the', 'most', 'popular', 'boys', 'in', 'the', 'school', '.']",10
403,1390.056,1392.724,"['-lncluding', 'my', 'boyfriend', '.', ""Ain't"", 'he', 'cute', '?', '-Yeah', '.']",10
404,1392.808,1395.185,"['lf', 'you', 'make', 'the', 'decision', 'to', 'date', 'a', 'high-school', 'boy']",10
405,1395.269,1396.77,"[""they're"", 'the', 'only', 'acceptable', 'ones', '.']",6
406,1396.854,1398.646,"['Cher', ',', 'which', 'one', 'of', 'them', ""'s"", 'your', 'boyfriend', '?']",10
407,1398.731,1399.731,"['As', 'if', '!']",3
408,1399.815,1401.941,"['Cher', ""'s"", 'got', 'attitude', 'about', 'high-school', 'boys', '.']",8
409,1402.026,1405.487,"['lt', ""'s"", 'a', 'personal', 'choice', 'every', 'woman', 'has', 'got', 'to', 'make', 'for', 'herself', '.']",14
410,1405.571,1407.906,"['Woman', ',', 'lend', 'me', '$5', '.']",6
411,1407.99,1411.409,"['Murray', ',', ""l've"", 'asked', 'you', 'repeatedly', 'not', 'to', 'call', 'me', '""', 'woman', '.', '""']",14
412,1411.494,1413.078,"['-Excuse', 'me', ',', 'Miss', 'Dionne', '.', '-Thank', 'you', '.']",9
413,1413.162,1415.872,"['Street', 'slang', 'is', 'an', 'increasingly', 'valid', 'form', 'of', 'expression', '.']",10
414,1415.956,1418.208,"['Most', 'of', 'the', 'feminine', 'pronouns', 'do', 'have', 'mocking']",8
415,1418.292,1420.835,"['but', 'not', 'necessarily', 'misogynistic', 'undertones', '.']",6
416,1423.047,1425.048,"['You', 'guys', 'talk', 'like', 'grownups', '.']",6
417,1425.132,1427.675,"['Well', ',', 'this', 'is', 'a', 'really', 'good', 'school', '.']",9
418,1428.01,1429.928,"[""l'm"", 'gonna', 'go', 'get', 'a', 'soda', '.', 'You', 'guys', 'want', '?']",11
419,1430.012,1431.846,"['-Yeah', ',', 'sure', '.', '-All', 'right', '.']",7
420,1432.765,1434.14,"['She', ""'s"", 'nice', '.']",4
421,1434.642,1435.85,"['Project', '.']",2
422,1445.778,1447.487,"['That', ""'s"", 'disgusting', '.']",4
423,1448.697,1450.49,"['That', ""'s"", 'nice', 'representation', 'there', '.']",6
424,1450.574,1453.576,"['Thanks', '.', 'Those', 'are', 'really', 'nice', 'stickers', '.']",8
425,1453.953,1456.371,"['You', 'like', 'them', '?', 'l', 'was', 'thinking', 'it', 'was', 'too', 'cluttered', '.']",12
426,1456.455,1458.331,"['l', 'wanna', 'wipe', 'all', 'this', 'out', 'and', 'concentrate']",8
427,1458.415,1461.96,"['on', 'one', 'main', 'decorative', 'statement', ',', 'like', 'Marvin', 'the', 'Martian', 'right', 'there', '.']",13
428,1462.044,1464.629,"['Get', 'out', 'of', 'town', '!', 'l', 'can', 'do', 'Marvin', 'the', 'Martian', '.']",12
429,1464.713,1465.88,"['Really', '?']",2
430,1466.215,1468.883,"['l', 'mean', ',', 'there', ""'s"", 'not', 'really', 'a', 'lot', 'to', 'him', ',', 'but']",13
431,1468.968,1470.635,"['-you', 'wanna', 'see', '?', '-Yeah', '.']",6
432,1470.719,1471.803,"['Here', '.']",2
433,1471.887,1474.305,"['-Wow', '.', 'That', ""'s"", 'really', 'cool', '.', '-Thanks', '.']",9
434,1474.807,1477.559,"['-You', 'drew', 'that', '?', '-Yeah', '.', 'And', 'wait', ',', 'l', 'got']",11
435,1478.686,1481.271,"['-one', 'here', '.', '-You', ""didn't"", 'trace', 'this', '?']",8
436,1481.939,1484.482,"['No', '.', 'Here', ""'s"", 'another', 'one', 'over', 'here', '.']",9
437,1485.526,1487.735,"['And', 'lots', 'of', 'little', 'guys', '.']",6
438,1488.571,1490.321,"['-That', 'is', 'so', 'cute', '.', '-l', 'love', 'to', 'draw', '.']",10
439,1490.406,1491.614,"[""You're"", 'really', 'good', 'at', 'it', '.']",6
440,1491.699,1493.616,"['-No', '.', '-No', ',', 'really', ',', 'you', 'are', '.']",9
441,1493.701,1495.41,"['-No', '.', '-Yeah', '.']",4
442,1496.245,1498.413,"['-Are', 'you', 'sure', 'that', ""'s"", 'fat-free', '?', '-Yes', '.']",9
443,1498.497,1502.083,"['And', 'you', 'lose', 'weight', 'by', 'doing', 'it', 'like', 'this', ',', 'cutting', 'it', 'really', 'small', '.']",15
444,1503.085,1505.92,"['-l', 'met', 'a', 'really', 'cool', 'guy', '.', '-Describe', '.']",9
445,1506.005,1508.464,"['All', 'right', ',', 'he', ""'s"", 'got', 'long', 'hair', ',', 'he', ""'s"", 'really', 'funny', '.']",14
446,1508.549,1511.551,"['Straight', 'off', ',', 'right', ',', 'he', 'offers', 'me', 'some', 'smoke', '.']",11
447,1512.136,1513.595,"['There', 'he', 'is', '.']",4
448,1514.972,1517.557,"['-Are', 'you', 'talking', 'about', 'drugs', '?', '-Yeah', '.']",8
449,1519.768,1522.52,"['-Tai', ',', 'how', 'old', 'are', 'you', '?', ""-l'll"", 'be', '1', '6', 'in', 'May', '.']",14
450,1522.813,1525.148,"['My', 'birthday', ""'s"", 'in', 'April', ',', 'and', 'as', 'someone', 'older']",10
451,1525.232,1527.442,"['can', 'l', 'please', 'give', 'you', 'some', 'advice', '?']",8
452,1527.526,1530.528,"['lt', 'is', 'one', 'thing', 'to', 'spark', 'up', 'a', 'doobie', 'and', 'get', 'laced', 'at', 'parties']",14
453,1530.613,1532.739,"['but', 'it', 'is', 'quite', 'another', 'to', 'be', 'fried', 'all', 'day', '.']",11
454,1532.823,1534.782,"['Do', 'you', 'see', 'the', 'distinction', '?']",6
455,1535.242,1537.035,"['-Yeah', '.', '-Loadies', 'generally', 'hang']",5
456,1537.119,1538.87,"['on', 'the', 'grassy', 'knoll', 'over', 'there', '.']",7
457,1538.954,1541.456,"['Sometimes', 'they', 'come', 'to', 'class', 'and', 'say', 'bonehead', 'things']",9
458,1541.54,1542.707,"['and', 'we', 'all', 'laugh', ',', 'of', 'course']",7
459,1542.791,1545.71,"['but', 'no', 'respectable', 'girl', 'actually', 'dates', 'them', '.']",8
460,1546.545,1549.881,"['You', ""don't"", 'wanna', 'start', 'off', 'on', 'the', 'wrong', 'foot', 'now', ',', 'do', 'you', '?']",14
461,1549.965,1551.591,"[""l've"", 'got', 'an', 'idea', '.']",5
462,1551.759,1553.801,"['Let', ""'s"", 'do', 'a', 'makeover', '.']",6
463,1554.136,1555.22,"['No', '.']",2
464,1556.513,1560.558,"['Come', 'on', ',', 'let', 'us', '.', 'Cher', ""'s"", 'main', 'thrill', 'in', 'life', 'is', 'a', 'makeover', ',', 'okay', '?']",18
465,1560.643,1563.228,"['lt', 'gives', 'her', 'a', 'sense', 'of', 'control', 'in', 'a', 'world', 'full', 'of', 'chaos', '.']",14
466,1563.312,1564.52,"['Please', '?']",2
467,1565.648,1567.232,"['Sure', '.', 'Why', 'not', '?']",5
468,1568.817,1572.32,"['Shit', ',', 'you', 'guys', '.', ""l've"", 'never', 'had', 'straight', 'friends', 'before', '.']",12
469,1623.205,1626.04,"['Now', 'squeeze', 'your', 'buttocks', 'when', 'you', 'come', 'up', '.']",9
470,1626.333,1627.875,"['-Squeeze', 'here', '.', '-Cher', '.']",5
471,1627.96,1629.46,"['l', ""don't"", 'wanna', 'do', 'this', 'anymore', '.']",7
472,1629.545,1632.714,"['And', 'my', 'buns', ',', 'they', ""don't"", 'feel', 'nothing', 'like', 'steel', '.']",11
473,1633.09,1635.383,"['Okay', ',', 'it', 'will', 'get', 'easier', ',', 'l', 'promise', '.']",10
474,1635.467,1638.72,"['Just', 'as', 'long', 'as', 'we', 'do', 'it', 'every', 'day', ',', 'not', 'just', 'sporadically', '.']",14
475,1638.804,1641.264,"['How', 'do', 'you', 'know', 'if', ""you're"", 'doing', 'it', 'sporadically', '?']",10
476,1641.348,1645.56,"['That', ""'s"", 'another', 'thing', ',', 'Tai', '.', ""We've"", 'got', 'to', 'work', 'on', 'your', 'accent', 'and', 'vocabulary', '.']",17
477,1645.644,1649.522,"['See', ',', '""', 'sporadic', '""', 'means', 'once', 'in', 'a', 'while', '.', 'Try', 'and', 'use', 'it', 'in', 'a', 'sentence', 'today', '.']",20
478,1649.606,1651.107,"['-All', 'right', '.', '-Okay', ',', 'from', 'now', 'on']",8
479,1651.191,1654.819,"[""we're"", 'alternating', 'Cindy', 'Crawford', ""'s"", 'Aerobicize', 'and', 'Buns', 'of', 'Steel']",10
480,1654.903,1656.738,"['and', 'reading', 'one', 'non-school', 'book', 'a', 'week', '.']",8
481,1656.822,1659.198,"['My', 'first', 'book', 'is', 'Fit', 'orFat', '.']",7
482,1659.575,1663.578,"['Mine', 'is', ',', 'Men', 'are', 'from', 'Mars', ',', 'Women', 'are', 'from', 'Venus', '.']",13
483,1663.871,1667.165,"['Good', '.', 'That', 'takes', 'care', 'of', 'our', 'minds', 'and', 'bodies', '.']",11
484,1667.249,1670.168,"['But', 'we', 'should', 'do', 'something', 'good', 'for', 'mankind', 'or', 'the', 'planet']",11
485,1670.252,1671.669,"['for', 'a', 'couple', 'of', 'hours', '.']",6
486,1671.754,1673.212,"['Hey', ',', 'brainiac', '.']",4
487,1673.339,1676.007,"['The', 'dreaded', 'ex', '.', 'Tai', ',', 'this', 'is', 'Josh', '.']",10
488,1676.175,1677.842,"['Nice', 'to', 'meet', 'you', '.']",5
489,1678.135,1679.927,"['You', 'know', 'about', 'this', 'stuff', '.']",6
490,1680.012,1682.597,"['l', 'wanna', 'do', 'something', 'good', 'for', 'humanity', '.']",8
491,1682.723,1684.724,"['How', 'about', 'sterilization', '?']",4
